PT101,FT101,TT101,Fault_Code
0.92,114.89,31.54,0
0.91,103.13,31.88,0
0.96,102.86,25.01,0
0.78,110.56,28.72,1
0.83,117.09,26.07,1
0.68,109.04,29.13,1
0.67,101.11,25.78,1
0.84,101.25,29.65,1
0.6,116.07,28.09,1
0.64,101.4,25.28,1
0.62,109.54,28.24,1
0.69,111.88,30.91,1
0.63,100.49,28.72,1
0.67,105.87,26.88,1
0.76,109.89,31.05,1
0.71,106.49,25.78,1
0.65,119.91,31.41,1
0.79,107.38,26.54,1
0.71,101.13,31.02,1
0.7,109.47,26.11,1
0.62,103.75,30.22,1
0.62,100.2,29.56,1
0.76,119.16,28.43,1
0.65,108.61,31.06,1
0.72,117.41,27.42,1
0.8,111.79,30.58,1
0.76,109.91,30.03,1
0.67,113.47,31.55,1
0.74,118.75,26.06,1
0.61,110.95,28.47,1
0.74,106.78,25.61,1
0.7,118.1,30.94,1
0.61,118.32,31.78,1
0.66,110.38,31.39,1
0.69,111.31,26.66,1
0.61,101.9,27.04,1
0.63,102.92,26.46,1
0.73,116.93,25.67,1
0.63,117.97,29.05,1
0.64,118.72,29.19,1
0.64,111.21,27.71,1
0.74,101.79,25.82,1
0.83,118.01,31.56,1
0.76,109.94,31.38,1
0.78,108.41,27.94,1
0.74,104.56,26.03,1
0.6,112.62,28.48,1
0.82,103.88,25.15,1
0.6,101.28,30.62,1
0.61,102.3,28.63,1
0.73,109.71,31.28,1
0.69,110.29,30.73,1
0.81,111.93,28.21,1
0.69,114.31,29.63,1
0.65,118.24,31.53,1
0.83,101.03,26.06,1
0.67,100.55,27.74,1
0.67,100.35,28.69,1
0.61,118.3,25.25,1
0.62,104.44,25.01,1
0.79,106.87,27.35,1
0.67,118.23,30.3,1
0.73,113.37,31.38,1
0.76,112.06,27.53,1
0.7,107.78,26.55,1
0.79,104.72,31.31,1
0.7,100.52,27.76,1
0.6,105.89,27.4,1
0.71,100.93,26.91,1
0.7,114.49,25.09,1
0.8,118.43,27.44,1
0.62,118.21,27.51,1
0.79,115.57,25.56,1
0.84,116.86,29.14,1
0.81,111.97,27.58,1
0.67,107.84,28.93,1
0.76,101.77,27.1,1
0.6,100.99,27.07,1
0.62,119.41,25.67,1
0.65,112.55,28.41,1
0.64,103.51,30.16,1
0.72,101.66,27.81,1
0.72,114.86,30.33,1
0.66,113.33,27.9,1
0.61,116.95,26.97,1
0.68,119.55,25.03,1
0.69,105.0,25.53,1
0.71,106.24,29.02,1
0.81,112.48,31.66,1
0.82,115.1,30.97,1
0.7,114.25,29.44,1
0.82,119.1,25.2,1
0.61,111.67,27.03,1
0.77,107.38,28.11,1
0.8,117.05,28.96,1
0.71,114.24,26.94,1
0.76,112.91,31.99,1
0.69,113.89,25.13,1
0.81,111.89,26.49,1
0.82,111.01,31.63,1
0.7,112.27,26.22,1
0.67,112.36,26.23,1
0.71,113.68,26.01,1
0.79,109.02,27.3,1
0.68,112.9,28.24,1
0.74,115.27,29.57,1
0.72,118.34,29.64,1
0.63,100.15,28.24,1
0.6,107.75,31.91,1
0.76,111.04,28.55,1
0.77,104.03,27.73,1
0.77,103.27,31.31,1
0.64,107.22,28.38,1
0.62,110.58,27.88,1
0.73,104.91,30.77,1
0.68,108.32,25.49,1
0.84,118.07,28.54,1
0.71,101.7,26.51,1
0.79,113.08,28.21,1
0.75,102.57,28.29,1
0.8,116.13,29.05,1
0.67,115.78,29.87,1
0.61,117.61,30.76,1
0.71,118.27,28.26,1
0.82,112.79,28.07,1
0.73,106.57,31.28,1
0.64,107.17,26.7,1
0.83,106.24,25.25,1
0.66,111.05,27.34,1
0.82,115.21,26.29,1
0.61,104.04,31.78,1
0.69,114.37,27.04,1
0.81,104.56,26.82,1
0.72,112.94,30.58,1
0.68,104.96,31.93,1
0.61,100.36,31.45,1
0.76,114.69,29.54,1
0.69,117.49,29.06,1
0.77,102.13,30.24,1
0.69,108.56,27.29,1
0.73,108.04,26.51,1
0.72,106.85,31.13,1
0.75,119.31,27.32,1
0.82,119.71,26.58,1
0.69,110.95,26.71,1
0.78,115.95,25.06,1
0.65,100.06,30.2,1
0.79,118.79,29.73,1
0.69,101.39,26.77,1
0.69,115.72,30.86,1
0.77,119.7,27.51,1
0.76,115.3,31.58,1
0.69,108.61,31.71,1
0.68,119.68,27.86,1
0.66,119.67,29.97,1
0.73,105.22,27.73,1
0.63,118.35,28.91,1
0.69,104.69,30.07,1
0.84,103.76,29.16,1
0.78,102.93,30.65,1
0.73,106.07,26.37,1
0.81,113.97,30.86,1
0.68,108.27,31.76,1
0.73,103.89,27.3,1
0.81,116.1,29.75,1
0.81,116.6,27.26,1
0.77,105.92,25.82,1
0.72,118.92,26.84,1
0.75,103.5,31.8,1
0.65,108.09,26.88,1
0.81,109.67,30.95,1
0.73,107.95,28.77,1
0.75,108.88,29.25,1
0.74,103.58,27.47,1
0.71,111.44,29.62,1
0.66,102.56,26.2,1
0.82,100.4,28.35,1
0.65,115.57,31.67,1
0.8,110.52,25.3,1
0.79,102.8,25.42,1
0.74,108.72,25.82,1
0.6,115.62,29.5,1
0.8,118.63,27.83,1
0.83,106.99,25.91,1
0.68,106.13,25.65,1
0.7,111.51,25.54,1
0.74,114.22,27.5,1
0.72,103.55,28.81,1
0.63,102.67,28.3,1
0.74,118.2,25.67,1
0.6,117.65,31.75,1
0.72,106.36,28.29,1
0.81,102.58,25.32,1
0.64,115.13,27.16,1
0.6,113.06,31.02,1
0.76,101.15,28.87,1
0.82,111.82,27.39,1
0.67,100.89,25.44,1
0.7,101.89,27.46,1
0.8,114.63,27.1,1
0.75,118.59,31.56,1
0.71,112.96,27.97,1
0.77,114.56,29.9,1
0.62,105.87,28.23,1
0.82,108.72,27.81,1
0.67,109.05,31.69,1
0.68,111.08,26.5,1
0.67,113.0,29.54,1
0.81,101.97,26.26,1
0.61,105.4,29.4,1
0.82,110.88,30.34,1
0.6,112.39,25.45,1
0.6,113.36,28.91,1
0.62,104.11,30.35,1
0.79,118.73,26.64,1
0.73,116.5,28.16,1
0.81,116.39,28.71,1
0.78,107.88,31.87,1
0.84,116.42,26.8,1
0.78,118.66,31.35,1
0.79,118.3,26.92,1
0.83,101.94,28.53,1
0.74,113.57,29.91,1
0.81,102.44,28.66,1
0.64,107.99,29.65,1
0.6,111.55,26.35,1
0.68,103.82,30.96,1
0.82,104.71,31.9,1
0.81,109.8,25.76,1
0.74,113.77,26.05,1
0.61,110.19,30.22,1
0.83,114.78,25.44,1
0.64,117.68,31.9,1
0.83,109.11,26.88,1
0.73,105.54,31.75,1
0.73,116.99,27.22,1
0.73,108.22,30.66,1
0.81,112.3,29.23,1
0.73,110.36,25.25,1
0.79,109.93,31.79,1
0.81,119.51,25.14,1
0.81,118.4,28.89,1
0.75,100.31,29.98,1
0.83,119.58,31.36,1
0.72,106.19,31.94,1
0.83,103.74,26.97,1
0.61,105.19,30.08,1
0.78,109.65,27.59,1
0.82,101.45,27.52,1
0.82,117.87,30.61,1
0.7,110.78,31.24,1
0.73,118.3,27.72,1
0.8,117.97,26.91,1
0.72,118.73,30.18,1
0.77,102.7,25.2,1
0.82,107.61,28.29,1
0.74,100.17,30.87,1
0.78,117.86,25.68,1
0.67,100.06,27.48,1
0.81,103.94,31.19,1
0.73,100.62,27.36,1
0.65,112.03,31.82,1
0.69,110.75,25.42,1
0.65,100.44,27.17,1
0.79,110.68,28.2,1
0.66,105.6,28.57,1
0.73,112.61,31.6,1
0.77,110.5,26.47,1
0.73,111.32,30.93,1
0.69,102.0,28.46,1
0.77,101.33,26.54,1
0.84,116.96,28.78,1
0.7,112.53,27.02,1
0.68,114.75,25.19,1
0.76,104.22,29.69,1
0.82,112.54,25.29,1
0.72,111.09,25.22,1
0.76,116.49,30.98,1
0.79,107.09,27.2,1
0.67,110.1,29.77,1
0.62,110.78,31.79,1
0.83,115.34,27.94,1
0.68,115.93,25.77,1
0.83,116.15,28.03,1
0.63,110.57,27.15,1
0.61,108.26,30.13,1
0.78,104.81,28.86,1
0.67,105.48,29.84,1
0.6,110.06,28.68,1
0.82,118.14,31.48,1
0.75,105.07,29.81,1
0.76,116.64,27.09,1
0.83,102.12,30.0,1
0.78,103.78,28.74,1
0.84,113.65,31.02,1
0.79,106.04,30.74,1
0.8,100.04,27.29,1
0.82,116.63,28.2,1
0.8,110.1,26.8,1
0.74,104.84,25.19,1
0.72,107.18,25.48,1
0.77,102.37,25.12,1
0.75,119.1,27.78,1
0.64,107.23,30.29,1
0.63,100.35,27.14,1
0.69,104.89,30.31,1
0.75,118.62,26.45,1
0.84,111.93,26.21,1
0.77,118.71,27.11,1
0.84,116.1,30.27,1
0.62,107.57,30.18,1
0.64,106.82,26.06,1
0.7,106.21,29.93,1
0.6,103.05,30.78,1
0.66,106.33,26.34,1
0.75,103.94,30.04,1
0.83,109.32,27.59,1
0.66,103.15,31.9,1
0.71,101.39,27.08,1
0.66,104.63,30.18,1
0.77,105.7,28.36,1
0.82,106.79,29.29,1
0.72,101.64,28.17,1
0.79,108.33,28.42,1
0.62,111.41,25.48,1
0.66,107.9,27.01,1
0.73,111.88,30.0,1
0.7,101.51,30.3,1
0.78,102.4,28.77,1
0.81,107.52,28.5,1
0.81,108.02,28.94,1
0.71,111.23,27.42,1
0.8,108.86,27.68,1
0.61,114.89,31.86,1
0.63,117.3,28.52,1
0.65,119.11,25.06,1
0.68,104.72,28.74,1
0.68,104.1,29.06,1
0.82,116.25,27.15,1
0.71,108.63,30.33,1
0.7,105.56,27.69,1
0.64,106.44,31.62,1
0.63,119.03,29.35,1
0.76,112.85,29.49,1
0.69,110.93,25.15,1
0.73,105.8,30.04,1
0.72,118.43,27.49,1
0.64,100.7,25.23,1
0.62,110.57,28.13,1
0.84,101.43,27.71,1
0.74,113.21,31.86,1
0.73,108.81,27.3,1
0.81,112.21,31.15,1
0.74,110.62,26.48,1
0.72,105.58,30.16,1
0.75,111.07,27.35,1
0.76,107.81,30.34,1
0.69,116.46,31.1,1
0.76,102.54,31.35,1
0.74,110.57,25.5,1
0.82,118.93,31.55,1
0.72,103.56,27.89,1
0.69,105.51,26.1,1
0.81,102.17,27.1,1
0.84,119.02,27.22,1
0.72,106.67,31.06,1
0.62,118.21,27.61,1
0.69,110.23,28.09,1
0.79,115.41,25.94,1
0.7,109.37,26.48,1
0.75,117.78,29.22,1
0.62,112.63,28.18,1
0.69,106.09,31.46,1
0.73,116.98,28.63,1
0.78,106.01,30.36,1
0.69,119.97,29.99,1
0.62,106.68,26.36,1
0.62,118.09,27.89,1
0.75,115.29,31.29,1
0.64,100.21,29.08,1
0.79,112.08,27.82,1
0.72,112.21,25.11,1
0.67,106.75,31.03,1
0.77,115.71,27.83,1
0.69,101.02,27.47,1
0.69,118.57,31.6,1
0.76,106.76,26.74,1
0.82,105.28,27.41,1
0.64,106.91,30.55,1
0.71,110.05,28.93,1
0.71,114.93,28.9,1
0.6,104.04,27.75,1
0.68,116.61,27.33,1
0.64,105.93,28.69,1
0.7,104.32,28.98,1
0.81,108.83,27.85,1
0.77,105.24,26.87,1
0.66,117.52,26.81,1
0.64,101.56,31.49,1
0.8,106.87,28.62,1
0.82,118.02,30.99,1
0.76,101.51,31.66,1
0.74,118.96,30.05,1
0.74,118.86,31.6,1
0.64,106.74,28.33,1
0.82,107.93,29.71,1
0.71,118.09,27.78,1
0.8,117.46,31.41,1
0.66,105.55,28.69,1
0.79,110.96,27.88,1
0.66,100.75,31.13,1
0.82,108.66,30.21,1
0.68,105.99,30.05,1
0.84,109.33,30.0,1
0.75,100.94,29.84,1
0.66,119.18,30.84,1
0.78,114.79,26.28,1
0.68,109.92,26.87,1
0.72,113.85,26.18,1
0.63,114.07,26.2,1
0.64,109.27,27.46,1
0.69,112.92,29.36,1
0.74,107.61,25.82,1
0.81,119.83,25.84,1
0.65,102.69,31.89,1
0.79,107.62,25.22,1
0.62,103.94,30.86,1
0.72,101.08,26.24,1
0.69,102.64,28.57,1
0.71,104.86,28.0,1
0.84,112.2,28.3,1
0.72,108.65,26.59,1
0.83,101.3,27.37,1
0.72,111.67,29.38,1
0.76,106.68,31.88,1
0.75,113.26,29.31,1
0.66,111.6,26.94,1
0.65,118.27,28.55,1
0.6,112.59,27.81,1
0.81,117.14,30.13,1
0.69,116.36,29.42,1
0.65,119.88,31.01,1
0.8,119.6,28.53,1
0.82,109.24,30.15,1
0.64,106.67,27.19,1
0.63,108.6,25.61,1
0.8,115.29,31.21,1
0.71,119.89,28.93,1
0.82,104.01,27.8,1
0.65,105.49,28.86,1
0.78,101.58,25.31,1
0.72,115.71,25.62,1
0.72,114.46,31.39,1
0.83,119.96,28.25,1
0.7,110.16,27.21,1
0.77,112.96,25.28,1
0.67,115.25,30.65,1
0.76,111.93,30.11,1
0.64,106.41,30.1,1
0.68,107.25,31.26,1
0.78,102.76,31.78,1
0.64,114.5,29.82,1
0.63,115.38,25.98,1
0.71,112.83,28.89,1
0.77,114.03,28.77,1
0.82,112.18,25.67,1
0.83,100.25,30.85,1
0.66,111.18,25.41,1
0.73,109.56,31.83,1
0.82,114.51,28.36,1
0.76,112.99,30.99,1
0.77,105.56,26.39,1
0.79,105.46,26.8,1
0.65,109.24,26.19,1
0.69,114.25,26.77,1
0.63,115.69,30.31,1
0.72,113.17,28.61,1
0.73,115.08,25.31,1
0.61,116.09,30.64,1
0.67,108.82,26.31,1
0.77,105.06,29.22,1
0.69,116.64,27.66,1
0.61,117.99,27.2,1
0.76,118.3,28.14,1
0.8,104.03,26.02,1
0.68,114.08,26.83,1
0.62,111.71,26.51,1
0.71,117.48,30.43,1
0.71,118.33,25.66,1
0.7,104.95,29.49,1
0.64,108.05,31.07,1
0.68,103.92,29.04,1
0.75,111.39,25.53,1
0.62,101.09,28.66,1
0.83,118.99,25.8,1
0.81,103.62,27.96,1
0.69,112.28,30.74,1
0.73,109.03,26.08,1
0.8,117.06,26.75,1
0.77,101.39,29.4,1
0.81,115.86,29.13,1
0.83,113.62,29.68,1
0.68,108.4,30.64,1
0.62,116.36,28.47,1
0.75,116.46,30.4,1
0.63,108.44,30.94,1
0.68,115.5,28.81,1
0.65,115.3,30.25,1
0.65,118.76,30.07,1
0.71,117.08,29.41,1
0.68,109.18,31.75,1
0.74,111.43,30.32,1
0.69,103.69,26.82,1
0.77,103.23,27.46,1
0.63,109.39,30.61,1
0.68,100.91,27.31,1
0.81,101.54,29.1,1
0.67,119.35,28.69,1
0.65,105.63,25.88,1
0.68,118.38,25.58,1
0.71,112.65,27.06,1
0.75,118.99,31.47,1
0.67,116.93,31.91,1
0.7,108.54,27.26,1
0.77,105.61,25.4,1
0.67,106.41,25.71,1
0.66,110.06,29.83,1
0.64,108.35,31.84,1
0.69,113.4,25.23,1
0.74,102.15,28.82,1
0.8,115.27,28.69,1
0.71,108.3,30.11,1
0.65,117.19,28.25,1
0.71,106.03,30.22,1
0.65,115.66,26.33,1
0.83,110.82,31.44,1
0.62,109.97,27.46,1
0.68,100.04,29.82,1
0.69,113.89,25.94,1
0.61,104.78,30.87,1
0.65,101.22,29.58,1
0.73,119.73,29.14,1
0.75,119.51,25.03,1
0.83,104.54,30.49,1
0.83,113.49,28.27,1
0.84,101.07,30.92,1
0.81,105.95,28.34,1
0.64,101.62,29.21,1
0.71,116.54,28.73,1
0.75,105.91,28.2,1
0.69,106.86,30.85,1
0.73,110.07,27.45,1
0.65,112.46,28.22,1
0.74,101.39,26.64,1
0.61,101.26,25.4,1
0.66,114.74,27.69,1
0.72,107.97,26.71,1
0.66,100.41,26.26,1
0.72,115.34,30.45,1
0.79,101.65,28.4,1
0.83,112.32,27.19,1
0.77,103.97,25.94,1
0.75,115.16,31.03,1
0.69,106.21,30.45,1
0.75,111.84,31.96,1
0.61,114.41,28.46,1
0.71,105.06,31.18,1
0.64,115.04,26.62,1
0.72,115.55,30.83,1
0.77,111.77,26.87,1
0.69,100.56,26.58,1
0.61,100.1,27.04,1
0.76,114.56,29.43,1
0.82,107.24,31.07,1
0.67,106.89,25.68,1
0.81,119.81,26.91,1
0.84,118.76,28.07,1
0.71,110.32,30.95,1
0.79,102.49,30.91,1
0.75,100.77,26.58,1
0.74,101.3,28.88,1
0.75,110.72,25.38,1
0.63,113.28,28.11,1
0.7,115.78,26.14,1
0.62,105.4,28.4,1
0.72,106.92,25.88,1
0.71,106.77,28.21,1
0.61,107.34,25.31,1
0.81,111.05,28.0,1
0.61,102.79,29.45,1
0.8,106.38,26.08,1
0.8,114.88,28.2,1
0.7,111.36,30.45,1
0.68,110.61,26.63,1
0.82,119.97,25.95,1
0.72,103.08,28.31,1
0.67,113.11,25.06,1
0.74,118.62,27.4,1
0.63,103.56,29.82,1
0.65,106.38,28.19,1
0.76,116.38,26.43,1
0.83,110.34,28.09,1
0.79,108.87,30.95,1
0.68,103.26,25.05,1
0.64,114.27,25.88,1
0.82,103.69,25.08,1
0.61,100.87,26.38,1
0.64,118.25,30.59,1
0.8,116.64,26.11,1
0.71,112.08,29.3,1
0.74,110.85,29.07,1
0.65,102.24,30.69,1
0.74,105.72,31.94,1
0.67,119.75,29.15,1
0.65,108.88,27.64,1
0.7,118.15,27.64,1
0.74,101.84,27.56,1
0.76,110.04,28.64,1
0.75,117.0,25.55,1
0.75,100.7,29.83,1
0.82,107.62,28.69,1
0.72,104.6,27.59,1
0.68,117.59,26.23,1
0.84,100.6,30.46,1
0.71,103.37,31.48,1
0.77,113.34,31.77,1
0.72,119.31,25.7,1
0.82,107.21,25.45,1
0.7,103.95,25.84,1
0.72,114.99,25.71,1
0.61,118.02,31.44,1
0.83,117.16,25.3,1
0.83,113.0,25.62,1
0.68,103.89,26.75,1
0.7,115.42,31.03,1
0.84,106.82,28.09,1
0.81,114.54,31.19,1
0.81,113.37,29.32,1
0.8,103.1,25.93,1
0.75,110.6,26.69,1
0.61,114.78,26.87,1
0.62,101.63,31.49,1
0.65,108.74,25.54,1
0.73,118.42,25.77,1
0.69,117.67,30.9,1
0.62,111.83,26.81,1
0.62,114.55,27.34,1
0.76,101.56,26.21,1
0.79,105.32,26.33,1
0.76,116.72,25.35,1
0.71,107.24,27.24,1
0.67,118.78,25.58,1
0.65,111.23,28.56,1
0.71,111.96,25.19,1
0.82,107.47,26.78,1
0.83,112.69,26.34,1
0.66,117.79,30.74,1
0.65,102.25,30.4,1
0.75,115.95,28.67,1
0.63,110.87,25.55,1
0.84,110.76,30.62,1
0.68,114.28,26.31,1
0.82,118.44,28.95,1
0.67,108.12,26.02,1
0.61,113.44,31.51,1
0.77,115.28,28.85,1
0.71,108.03,30.17,1
0.78,111.83,29.84,1
0.73,102.93,29.31,1
0.73,108.68,27.0,1
0.8,106.21,30.85,1
0.63,119.41,29.39,1
0.82,108.1,29.31,1
0.71,113.78,28.5,1
0.65,103.27,25.95,1
0.61,111.12,26.15,1
0.79,116.26,29.2,1
0.83,118.71,28.89,1
0.72,118.29,26.19,1
0.62,117.98,29.11,1
0.82,107.56,31.04,1
0.78,113.73,25.77,1
0.83,115.26,27.85,1
0.75,107.51,25.66,1
0.66,109.91,26.36,1
0.83,103.73,25.98,1
0.74,110.54,27.1,1
0.6,118.04,28.83,1
0.66,117.28,25.19,1
0.82,117.7,29.31,1
0.61,100.82,28.09,1
0.62,110.96,30.88,1
0.65,100.56,30.96,1
0.77,111.31,29.62,1
0.66,109.29,28.34,1
0.74,110.72,27.53,1
0.68,105.15,30.12,1
0.74,105.99,31.53,1
0.68,119.66,29.81,1
0.65,114.63,29.41,1
0.75,105.18,29.2,1
0.66,110.94,31.72,1
0.76,115.01,25.19,1
0.72,105.52,29.61,1
0.63,118.75,25.49,1
0.65,119.23,27.98,1
0.82,112.0,31.27,1
0.76,112.45,29.19,1
0.69,101.06,26.09,1
0.64,101.02,28.42,1
0.79,100.82,31.88,1
0.7,118.13,27.49,1
0.84,111.96,28.72,1
0.63,112.02,31.01,1
0.83,100.02,25.46,1
0.65,112.52,26.73,1
0.62,106.95,26.91,1
0.65,106.13,31.23,1
0.64,103.97,26.0,1
0.67,109.62,31.28,1
0.81,115.6,31.51,1
0.75,104.15,25.45,1
0.71,116.33,25.23,1
0.69,107.71,26.0,1
0.82,105.01,26.11,1
0.67,103.24,31.68,1
0.79,118.45,26.67,1
0.82,102.91,30.47,1
0.71,118.01,28.79,1
0.64,101.23,28.09,1
0.82,118.69,27.01,1
0.68,110.04,31.33,1
0.77,112.89,29.36,1
0.8,115.15,26.25,1
0.7,106.62,27.05,1
0.68,111.4,31.68,1
0.73,106.54,27.3,1
0.78,118.11,26.62,1
0.68,118.82,26.43,1
0.62,116.42,27.83,1
0.69,105.09,30.8,1
0.67,113.26,29.9,1
0.83,114.07,29.22,1
0.73,108.62,26.46,1
0.77,114.51,29.5,1
0.74,109.51,28.43,1
0.8,100.83,27.37,1
0.78,107.84,28.67,1
0.71,118.29,30.71,1
0.73,107.6,25.55,1
0.83,102.3,31.22,1
0.61,116.84,30.2,1
0.64,108.56,31.24,1
0.83,109.0,31.96,1
0.73,115.12,27.82,1
0.63,103.24,29.43,1
0.75,106.67,26.24,1
0.76,108.64,30.02,1
0.81,108.05,30.91,1
0.81,112.52,27.98,1
0.72,101.3,31.6,1
0.62,105.95,26.13,1
0.84,116.43,29.06,1
0.78,118.85,28.86,1
0.7,106.35,26.62,1
0.77,106.98,25.62,1
0.77,100.9,29.1,1
0.61,117.32,26.36,1
0.7,108.52,31.51,1
0.67,110.44,29.44,1
0.76,119.0,25.57,1
0.7,119.99,31.5,1
0.73,105.62,29.21,1
0.77,104.3,25.91,1
0.63,114.21,28.01,1
0.73,112.39,30.96,1
0.66,119.93,30.43,1
0.64,112.83,30.28,1
0.65,108.25,29.68,1
0.83,117.94,29.15,1
0.75,100.06,25.93,1
0.8,113.71,27.38,1
0.71,117.81,28.46,1
0.62,114.65,26.38,1
0.81,112.38,27.14,1
0.62,104.73,25.01,1
0.76,107.84,26.47,1
0.6,109.58,26.45,1
0.83,119.73,25.41,1
0.73,105.68,30.16,1
0.66,118.17,25.33,1
0.62,109.68,28.23,1
0.66,118.47,31.12,1
0.77,114.85,26.36,1
0.72,108.83,30.0,1
0.81,103.43,25.25,1
0.82,105.34,26.71,1
0.83,102.27,26.42,1
0.69,118.7,26.67,1
0.72,100.65,30.75,1
0.77,115.31,25.38,1
0.63,109.74,28.41,1
0.83,105.21,25.14,1
0.67,119.73,30.51,1
0.77,110.61,29.29,1
0.73,107.88,27.47,1
0.84,107.22,30.73,1
0.77,105.09,29.28,1
0.62,101.88,25.48,1
0.7,109.11,26.95,1
0.77,108.26,27.16,1
0.83,118.48,31.3,1
0.84,104.58,27.22,1
0.83,116.63,25.35,1
0.75,108.53,28.42,1
0.73,105.99,29.18,1
0.84,107.71,29.75,1
0.65,112.53,25.7,1
0.69,114.99,25.43,1
0.76,103.57,29.53,1
0.75,108.6,31.43,1
0.66,106.87,25.28,1
0.73,109.66,28.85,1
0.67,105.19,27.62,1
0.83,103.57,26.59,1
0.74,117.81,28.95,1
0.74,108.74,26.66,1
0.83,119.53,30.92,1
0.84,115.73,27.01,1
0.74,107.56,29.96,1
0.77,114.07,25.37,1
0.65,119.92,31.36,1
0.79,113.05,31.39,1
0.78,118.01,30.99,1
0.73,114.12,31.86,1
0.68,114.51,28.25,1
0.6,109.01,28.92,1
0.61,108.28,30.46,1
0.68,117.31,28.25,1
0.62,113.69,26.81,1
0.77,105.72,30.09,1
0.66,104.08,29.07,1
0.64,105.69,28.48,1
0.62,105.65,29.37,1
0.79,106.43,30.04,1
0.84,104.74,30.24,1
0.75,116.25,28.44,1
0.7,114.75,31.21,1
0.74,103.36,26.58,1
0.79,115.67,28.2,1
0.73,107.49,30.06,1
0.67,115.27,26.71,1
0.67,101.02,27.87,1
0.62,110.4,27.97,1
0.67,100.1,27.98,1
0.64,109.12,31.22,1
0.71,109.56,30.21,1
0.63,112.67,27.75,1
0.61,104.97,25.47,1
0.74,106.18,30.31,1
0.61,109.37,26.17,1
0.74,114.11,30.48,1
0.61,107.52,30.78,1
0.7,115.24,25.06,1
0.68,111.38,31.65,1
0.75,105.19,28.4,1
0.74,108.08,27.77,1
0.75,116.94,31.59,1
0.64,101.5,26.52,1
0.78,112.21,28.1,1
0.65,106.29,29.4,1
0.69,107.04,26.13,1
0.82,117.75,25.21,1
0.67,103.02,28.22,1
0.82,118.85,30.77,1
0.72,100.84,26.35,1
0.81,108.37,26.63,1
0.66,100.27,30.02,1
0.8,107.34,27.3,1
0.67,117.4,29.12,1
0.66,111.07,31.25,1
0.75,115.41,27.04,1
0.83,105.69,27.18,1
0.83,114.2,28.72,1
0.75,100.53,27.09,1
0.67,104.08,29.25,1
0.71,117.55,28.03,1
0.81,101.61,26.57,1
0.76,101.75,26.83,1
0.8,107.11,31.07,1
0.62,107.89,25.93,1
0.77,114.89,29.83,1
0.75,115.39,25.05,1
0.8,119.64,29.74,1
0.62,108.19,25.98,1
0.62,116.89,26.35,1
0.76,114.73,28.94,1
0.78,102.22,29.77,1
0.77,111.25,28.74,1
0.65,119.31,27.8,1
0.74,102.48,31.26,1
0.76,112.19,25.87,1
0.82,117.33,26.41,1
0.8,110.77,26.98,1
0.84,112.47,26.1,1
0.79,113.71,25.2,1
0.62,118.35,25.58,1
0.72,100.89,26.68,1
0.64,118.75,25.02,1
0.68,115.92,30.47,1
0.79,118.4,31.2,1
0.65,113.41,31.28,1
0.64,118.72,25.0,1
0.8,112.46,30.77,1
0.65,111.32,27.63,1
0.84,108.3,27.92,1
0.62,116.65,30.81,1
0.82,113.86,31.98,1
0.61,113.55,25.3,1
0.78,104.33,27.71,1
0.6,104.44,29.79,1
0.69,118.25,30.97,1
0.66,106.86,31.01,1
0.62,111.77,30.94,1
0.68,115.58,25.79,1
0.68,101.25,30.04,1
0.63,115.15,31.13,1
0.63,113.87,27.75,1
0.82,108.57,26.14,1
0.8,116.97,28.62,1
0.84,116.39,26.91,1
0.83,114.97,28.99,1
0.76,104.87,31.39,1
0.66,109.57,31.61,1
0.8,111.9,29.03,1
0.8,104.56,31.19,1
0.63,112.08,30.1,1
0.75,100.53,26.32,1
0.81,118.42,26.3,1
0.77,104.05,26.58,1
0.61,111.59,26.5,1
0.72,102.9,31.08,1
0.74,109.41,26.53,1
0.78,104.14,25.17,1
0.78,114.89,25.57,1
0.75,101.51,25.3,1
0.74,104.99,28.3,1
0.68,117.41,29.67,1
0.83,113.8,27.27,1
0.75,108.53,25.51,1
0.67,111.26,31.53,1
0.64,104.14,27.81,1
0.68,105.45,28.77,1
0.76,115.18,29.96,1
0.76,116.8,31.82,1
0.72,105.56,27.86,1
0.67,116.7,28.02,1
0.61,117.67,29.44,1
0.68,106.09,28.66,1
0.65,112.96,28.77,1
0.67,117.18,30.82,1
0.79,102.31,27.58,1
0.64,101.68,29.99,1
0.6,101.54,25.37,1
0.65,108.67,27.46,1
0.72,103.34,31.09,1
0.63,119.33,30.66,1
0.73,102.64,30.96,1
0.63,106.07,25.77,1
0.78,105.29,27.13,1
0.6,112.5,30.8,1
0.71,113.27,26.65,1
0.7,116.0,31.21,1
0.79,107.08,26.4,1
0.84,111.75,25.98,1
0.81,111.63,25.02,1
0.67,101.43,29.24,1
0.69,119.57,26.41,1
0.63,112.55,31.75,1
0.61,119.93,31.42,1
0.64,102.81,25.18,1
0.75,112.92,28.37,1
0.67,110.97,25.81,1
0.61,104.0,28.51,1
0.8,116.34,30.98,1
0.7,108.33,28.26,1
0.6,119.79,30.06,1
0.65,119.35,29.49,1
0.62,113.82,25.06,1
0.76,100.15,28.51,1
0.64,104.83,25.28,1
0.63,116.78,26.23,1
0.66,110.43,29.94,1
0.64,105.97,27.09,1
0.65,109.6,31.4,1
0.74,118.57,31.24,1
0.77,100.1,30.0,1
0.8,111.65,26.12,1
